nct_id,title,status,study_type,intervention_type,phase,locations,start_date,completion_date,enrollment
NCT02065752,"A Single-Dose, Open-Label, Randomized, 3-Way Crossover Pivotal Study to Assess the Bioequivalence of the Fixed Dose Combination Tablets of Canagliflozin and Metformin Extended Release (XR) (2 x 50 mg/500 mg) With Respect to the Individual Components of Canagliflozin (1 x 100 mg) and Metformin XR Tablet (2 x 500 mg) in Healthy Fed Subjects",COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Canagliflozin, 100 mg', 'description': 'Each tablet contains canagliflozin (CANA) of 100 mg to be taken orally (by mouth).', 'armGroupLabels': ['Treatment A']}, {'type': 'DRUG', 'name': 'Metformin XR, 500 mg', 'description': 'Each tablet contains metformin extended release (MET XR), 500 mg, to be taken orally (by mouth).', 'armGroupLabels': ['Treatment A'], 'otherNames': ['GLUMETZA®']}, {'type': 'DRUG', 'name': 'CANA/MET XR FDC, Formulation 1, 50 mg/500 mg', 'description': 'Each tablet contains 50 mg of canagliflozin and 500 mg of metformin HCl granulate, formulation 1, in release-controlling polymers to obtain the XR granulation, to be taken orally.', 'armGroupLabels': ['Treatment B']}, {'type': 'DRUG', 'name': 'CANA/MET XR FDC, Formulation 2, 50 mg/500 mg', 'description': 'Each tablet contains 50 mg of canagliflozin and 500 mg of metformin HCl granulate, formulation 2, in release-controlling polymers to obtain the XR granulation, to be taken orally.', 'armGroupLabels': ['Treatment C']}]",['PHASE1'],1,2014-02,2014-04,2.0
NCT06595225,"Lifestyle and Nutrition Intervention for Patients Living with HIV Attending an Outpatient Clinic in Dubai, UAE",COMPLETED,INTERVENTIONAL,"[{'type': 'BEHAVIORAL', 'name': 'Nutrition education sessions', 'description': 'Participants received nutrition education each month, covering topics ranging from general nutrition knowledge, nutrition knowledge related to their diagnosis of living with HIV infection whether during the acute or chronic phase. In addition, specific information was shared about other comorbidities the participant could be living with, finally information was shared on ways to improve mental health and enhance physical activity levels.', 'armGroupLabels': ['Nutrition Education Sessions Group']}]",['NA'],1,2023-08-28,2024-04-30,63.0
NCT06207838,"Transition of T1DM Patients Aged Over 65 Years Into AHCL (780G) Insulin Pump: the Impact on Glucose Patterns, Quality of Life Physical & Cognitive Measures, as Well as Vascular Status",UNKNOWN,INTERVENTIONAL,"[{'type': 'DEVICE', 'name': 'MiniMed 780G system', 'description': 'The MiniMed™ 780G system automatically adjust insulin delivery to patient needs for an easier way to stabilise glucose levels. It features an advance level of automation for diabetes management, known as SmartGuard™ technology. If patient glucose levels are trending high, it gives patient more insulin. Technology is CE marked.', 'armGroupLabels': ['Advanced Hybrid Cloosed Loop System']}]",['NA'],1,2023-09-14,2024-12-31,30.0
NCT02029846,Glycemia in Diabetic Elders Trial,TERMINATED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Standard Treatment', 'description': 'traditional drugs only', 'armGroupLabels': ['Standard Treatment'], 'otherNames': ['insulin', 'metformin', 'sulfonylureas', 'TZDs']}, {'type': 'DRUG', 'name': 'Incretin-Based Treatment', 'description': 'incretin-based drugs', 'armGroupLabels': ['Incretin-based Treatment'], 'otherNames': ['GLP-1 analogues and receptor agonists,', 'DPP-4 inhibitors,', 'amylin analogues']}]",['PHASE4'],1,2013-04,2017-02,2.0
NCT00184613,"An Open-label, Randomised, In-patient, Cross Over PK/PD Trial Investigating the Pharmackinectic and Pharmacodynamic Profiles Following Continuous Subcutaneous Infusion of Insulin Aspart or Injection of Insulin Glargine in Subjects With Type 2 Diabetes Mellitus",COMPLETED,INTERVENTIONAL,"[{'type': 'DEVICE', 'name': 'pump'}, {'type': 'DRUG', 'name': 'insulin glargine'}, {'type': 'DRUG', 'name': 'insulin aspart'}]",['PHASE1'],1,2005-05,2006-01,22.0
NCT05305287,Quantitation of Hepatic Mitochondrial Fluxes in Humans With Nonalcoholic Fatty Liver Disease (NAFLD),RECRUITING,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Pioglitazone', 'description': 'An insulin sensitizer and anti-diabetic agent. Participants will be started on 15 mg/day, increased to 30 mg/day at week 2 and then to 45 mg/day at week 4.', 'armGroupLabels': ['NAFL TZD', 'NASH TZD'], 'otherNames': ['Actos']}, {'type': 'OTHER', 'name': 'Placebo', 'description': 'Placebo for pioglitazone', 'armGroupLabels': ['NAFL Placebo', 'NASH Placebo']}]",['PHASE4'],2,2022-11-01,2027-03-31,60.0
NCT02531035,"A Phase 3, Randomized, Double-blind, Placebo-controlled, Parallel-group, Multicenter Study to Evaluate the Net Clinical Benefit of Sotagliflozin as Adjunct to Insulin Therapy in Type 1 Diabetes",COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Sotagliflozin', 'description': 'Sotagliflozin, once daily, before the first meal of the day', 'armGroupLabels': ['Sotagliflozin 400 mg'], 'otherNames': ['LX4211']}, {'type': 'DRUG', 'name': 'Placebo', 'description': 'Placebo, once daily, before the first meal of the day', 'armGroupLabels': ['Placebo']}]",['PHASE3'],135,2015-09,2017-04,1405.0
NCT01452152,"Pharmacogenomics of Anti-platelet Intervention-2 (PAPI-2) Study: A Prospective, Multicenter, Randomized Trial of Genotype-directed (G-D)Versus Standard of Care (SOC)Anti-platelet Therapy",TERMINATED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'clopidogrel', 'description': 'clopidogrel 75 mg/day plus aspirin 81-162 mg/day for one year', 'armGroupLabels': ['Genotype-directed, clopidogrel'], 'otherNames': ['Plavix']}, {'type': 'DRUG', 'name': 'prasugrel', 'description': 'Prasugrel 5-10 mg/day plus aspirin 81-162 mg/day for one year', 'armGroupLabels': ['Genotype-directed, prasugrel'], 'otherNames': ['Effient']}]",['PHASE4'],5,2012-02,2013-07,9.0
NCT00001984,Tolerance Induction Following Human Renal Transplantation Using Treatment With a Humanized Monoclonal Antibody Against CD52 (Campath-1H),COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Alemtuzumab and DSG', 'description': 'Alemtuzumab was administered intravenously at 0.3 mg/kg/dose over 3 hr. Patients received one dose on each of days -1,+1,+3 and +5 relative to transplantation (total dose 1.2 mg/kg). Methylprednisolone was given prior to each dose to limit the cytokine release: 500 mg prior to dose 1, 125 mg prior to dose 2, and 60 mg prior to doses 3 and 4. Deoxyspergualin was dosed as follows. The first two patients received 4 mg/kg as a loading dose on the day of transplant and 2.5 mg/kg daily for 13 additional days (14 days of treatment; 36.5 mg/kg total dose). The next three patients received the same dosing regimen but it was initiated on postoperative day 12 to coincide with the resurgence of monocytes on days 12- 25.', 'armGroupLabels': ['Alemtuzumab and DSG']}]",['PHASE2'],1,1999-11,2008-06,5.0
NCT02737722,"A Phase I/IIa, Randomized Double Blind, Placebo-Controlled, Dose Escalating Study to Evaluate the Safety and Tolerability of Topically Applied Bisphosphocin Nu-3 on Infected Diabetic Ulcers of Subjects With Type I or II Diabetes Mellitus",COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Bisphosphocin Nu-3', 'armGroupLabels': ['Bisphosphocin Nu-3'], 'otherNames': ['Nu-3']}, {'type': 'DRUG', 'name': 'Placebo', 'armGroupLabels': ['Placebo']}]","['PHASE1', 'PHASE2']",3,2016-04,2018-02,31.0
NCT01863667,"A Phase III, Multicenter, Double-Blind, Randomized Trial to Evaluate the Safety and Efficacy of MK-3102 Compared With Glimepiride in Subjects With Type 2 Diabetes Mellitus For Whom Metformin is Inappropriate Due to Intolerance or Contraindication",TERMINATED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Omarigliptin', 'description': 'Omarigliptin (MK-3102) 25 mg capsule administered orally once weekly', 'armGroupLabels': ['Omarigliptin']}, {'type': 'DRUG', 'name': 'Glimepiride', 'description': 'Glimepiride tablet 1 mg and/or 2 mg (uptitrated to a maximum dose 6 mg/day) administered orally once daily with breakfast or the first main meal', 'armGroupLabels': ['Glimepiride'], 'otherNames': ['AMARYL®', 'GLIMY']}, {'type': 'DRUG', 'name': 'Omarigliptin Placebo', 'description': 'Matching placebo to omarigliptin capsule administered orally once weekly', 'armGroupLabels': ['Glimepiride']}, {'type': 'DRUG', 'name': 'Glimepiride Placebo', 'description': 'Matching placebo to glimepiride tablet administered orally once daily with breakfast or the first main meal', 'armGroupLabels': ['Omarigliptin']}]",['PHASE3'],0,2013-07-08,2014-04-03,65.0
NCT00810992,Behavioral and Nutritional Therapy in Patients With Coronary Artery Disease According to Traditional Tibetan Medicine Protocol,COMPLETED,INTERVENTIONAL,"[{'type': 'BEHAVIORAL', 'name': 'Nutritional and behavioral program A', 'description': 'Recommendation for nutrition and behavior for patients with coronary artery disease according to the German Society of Nutritional Medicine and the International Task Force for the Prevention of Coronary Artery Disease', 'armGroupLabels': ['1 Program A']}, {'type': 'BEHAVIORAL', 'name': 'Nutritional and behavioral program B', 'description': 'Recommendation for nutrition and behavior for patients with coronary artery disease according to the system of the Traditional Tibetan Medicine', 'armGroupLabels': ['2 Program B']}]",['NA'],1,2009-01,2011-04,524.0
NCT00263835,A Self-care Intervention for Latino Adults With Diabetes,COMPLETED,INTERVENTIONAL,"[{'type': 'BEHAVIORAL', 'name': 'Empowerment'}]",['PHASE2'],0,2004-10,2006-05,300.0
NCT00676767,Resistant Starch Type 4 on the Glycemic Response in Older Adults,COMPLETED,INTERVENTIONAL,"[{'type': 'DIETARY_SUPPLEMENT', 'name': 'Resistant Starch Type 4', 'armGroupLabels': ['1']}, {'type': 'DIETARY_SUPPLEMENT', 'name': 'Dextrose', 'armGroupLabels': ['2']}, {'type': 'DIETARY_SUPPLEMENT', 'name': 'Puffed wheat', 'armGroupLabels': ['3']}]",['NA'],1,2006-08,2006-11,9.0
NCT07357740,A Phase 2 Study to Compare Two Presentations of CagriSema in Participants With Type 2 Diabetes,NOT_YET_RECRUITING,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'CagriSema', 'description': 'Cagrilintide and Semaglutide will be administered subcutaneously using device 1 or device 2.', 'armGroupLabels': ['CagriSema B in device 2 + Placebo CagriSema in device 1', 'CagriSema in device 1 + Placebo CagriSema B in device 2']}, {'type': 'DRUG', 'name': 'Placebo CagriSema', 'description': 'Placebo matched to Cagrilintide and Placebo matched to Semaglutide will be administered subcutaneously using device 1 or device 2.', 'armGroupLabels': ['CagriSema B in device 2 + Placebo CagriSema in device 1', 'CagriSema in device 1 + Placebo CagriSema B in device 2']}]",['PHASE2'],61,2026-08-27,2027-10-13,400.0
NCT04678661,My Dose Coach Titration and Maintenance in Patients With Type 2 Diabetes Mellitus on Basal Insulin,TERMINATED,INTERVENTIONAL,"[{'type': 'DEVICE', 'name': 'Smartphone application and web portal', 'description': ""My Dose Coach is indicated for single patient use outside the clinic setting by a previously diagnosed Type 2 Diabetic who has been prescribed a once-daily long-acting basal insulin. MDC is intended as an aid to the patient to provide dose suggestions based upon the HCP's independent professional judgment. Before My Dose Coach can be used, the HCP configures the dose instructions for the specific patient and activates the application using the specific patient Instructions. The application uses the dose plan instructions provided by the patient's HCP to provide dose suggestions of once-daily long-acting basal insulin (i.e. basal insulin titration) that are based on the patient's Fasting Blood Glucose (FBG) as well as hypoglycemia occurrence.\n\nMDC includes a Maintenance Module designed to support patients in maintaining proper insulin dosingby enabling logging of administered doses of prescribed diabetes medications and BGM and providing dosing and measurement reminders."", 'armGroupLabels': ['My Dose Coach (Insulin Dosing Support App)'], 'otherNames': ['My Dose Coach']}, {'type': 'BEHAVIORAL', 'name': 'Standard Insulin Therapy Education', 'description': ""Standard best practices for training patients to administer insulin therapy include 1) a thorough patient assessment prior to therapy initiation to address barriers, including evaluation for diminished cognitive capacity or other problem that may impair safe insulin self-administration, and assessment of health literacy and numeracy skills; 2) observation of a patient's injection practice, with re-education provided as needed; 3) use of appropriate language is necessary when teaching injection technique; 4) dose preparation, which includes inspecting the insulin dose for accuracy (following manufacturer instructions); and 5) review of signs, symptoms and treatment of hypoglycemia must be included as a critical component of the training."", 'armGroupLabels': ['My Dose Coach (Insulin Dosing Support App)', 'Usual Care Group']}]",['NA'],1,2021-02-15,2023-02-16,60.0
NCT02933788,Effect of aSpirin Versus CilOstazol for Inhibition of Antiplatelet aggRegaTion in Type 2 DM Patients,UNKNOWN,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Cilostazol', 'description': 'Cilostazol sustained release capsule is new drugs developed by Otsuka Korea. This drugs have platelet aggregation inhibiting action, peripheral vasodilating action and endothelial function improving action.', 'armGroupLabels': ['Cilostazol group'], 'otherNames': ['Pletal']}, {'type': 'DRUG', 'name': 'Acetylsalicylic acid', 'description': 'Aspirin may prevent coronary thrombosis in patients with cardiovascular event risk factors, such as ischemic heart disease family history, hypertension, diabetes mellitus, dyslipidemia and obesity.', 'armGroupLabels': ['Aspirin group'], 'otherNames': ['Aspirin']}]",['PHASE4'],0,2016-10,2018-12,116.0
NCT00477581,"A Randomized, Double-Blind, Crossover Study to Compare the Effects of Exenatide and Sitagliptin on Postprandial Glucose in Subjects With Type 2 Diabetes Mellitus",COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'exenatide', 'description': 'subcutaneous injection (5mcg or 10mcg), twice a day', 'armGroupLabels': ['Sequence A', 'Sequence B'], 'otherNames': ['Byetta']}, {'type': 'DRUG', 'name': 'sitagliptin', 'description': 'oral administration (100mg), once a day in the morning', 'armGroupLabels': ['Sequence A', 'Sequence B'], 'otherNames': ['Januvia']}]",['PHASE4'],19,2007-05,2007-09,102.0
NCT01240252,"Molecular Regulation of Muscle Glucose Metabolism in Man, Protocol 4",COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Human insulin', 'description': 'U100 Humulin at a rate of 80 mU/m\\^2 surface area per minute one time over 4 hours', 'armGroupLabels': ['Non-Obese Control Subjects', 'Overweight or Obese Subjects with Normal Glucose Tolerance', 'Type 2 Diabetes Mellitus Subjects'], 'otherNames': ['Humulin']}]",['PHASE1'],1,2012-03,2012-07,14.0
NCT06694935,A Phase 1b Study of QX1206 in Type 2 Diabetes Mellitus (T2DM) Patients With Non-Alcoholic Fatty Liver Disease (NAFLD),RECRUITING,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'QX1206', 'description': 'QX1206 will be administered orally before bedtime', 'armGroupLabels': ['QX1206']}]",['PHASE1'],1,2025-01-06,2025-12,52.0
